,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
24,2/25/2024,15:00,Ligue 1,Matchweek 23,Sun,Away,D,0,0,Nice,2,1.6,42,22081,Florent Ogier,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,12,4,17.8,0,0,1,2024,Clermont Foot
25,3/2/2024,21:00,Ligue 1,Matchweek 24,Sat,Home,L,1,5,Marseille,0.7,2.6,44,,Florent Ogier,4-2-3-1,Thomas Léonard,Match Report,,7,2,19.3,0,0,0,2024,Clermont Foot
1,8/6/2022,21:00,Ligue 1,Matchweek 1,Sat,Away,W,5,0,Clermont Foot,3.5,0.3,62,12203,Marquinhos,4/3/2003,Jeremy Stinat,Match Report,,18,12,12.9,1,0,0,2023,Paris Saint Germain
2,8/13/2022,21:00,Ligue 1,Matchweek 2,Sat,Home,W,5,2,Montpellier,3.2,0.9,59,46000,Marquinhos,3-4-1-2,Willy Delajod,Match Report,,18,8,18.2,3,1,2,2023,Paris Saint Germain
3,8/21/2022,20:45,Ligue 1,Matchweek 3,Sun,Away,W,7,1,Lille,3.4,1.7,52,47526,Marquinhos,4/3/2003,Clément Turpin,Match Report,,16,9,11.9,0,0,0,2023,Paris Saint Germain
4,8/28/2022,20:45,Ligue 1,Matchweek 4,Sun,Home,D,1,1,Monaco,2.7,1.2,67,46000,Marquinhos,4/3/2003,Benoît Bastien,Match Report,,17,4,18.7,0,1,1,2023,Paris Saint Germain
5,8/31/2022,21:00,Ligue 1,Matchweek 5,Wed,Away,W,3,0,Toulouse,2.8,0.8,62,31700,Marquinhos,4/3/2003,Hakim Ben El Hadj Salem,Match Report,,20,12,14.8,2,0,0,2023,Paris Saint Germain
6,9/3/2022,21:00,Ligue 1,Matchweek 6,Sat,Away,W,3,0,Nantes,2.7,0.4,60,34406,Marquinhos,4/3/2003,Pierre Gaillouste,Match Report,,19,6,13.2,1,0,0,2023,Paris Saint Germain
8,9/10/2022,17:00,Ligue 1,Matchweek 7,Sat,Home,W,1,0,Brest,1.7,1.1,61,45000,Presnel Kimpembe,3-4-1-2,Jérémie Pignard,Match Report,,13,4,13.7,0,0,0,2023,Paris Saint Germain
10,9/18/2022,20:45,Ligue 1,Matchweek 8,Sun,Away,W,1,0,Lyon,1.6,1,65,58230,Marquinhos,4/3/2003,François Letexier,Match Report,,15,7,15,1,0,0,2023,Paris Saint Germain
11,10/1/2022,21:00,Ligue 1,Matchweek 9,Sat,Home,W,2,1,Nice,1,0.5,57,47000,Marquinhos,4/3/2003,Jérôme Brisard,Match Report,,12,4,20.1,3,0,0,2023,Paris Saint Germain
13,10/8/2022,21:00,Ligue 1,Matchweek 10,Sat,Away,D,0,0,Reims,1.2,1.8,63,20543,Marquinhos,4/3/2003,Pierre Gaillouste,Match Report,,11,3,17.1,1,0,0,2023,Paris Saint Germain
15,10/16/2022,20:45,Ligue 1,Matchweek 11,Sun,Home,W,1,0,Marseille,2.5,1.2,50,47000,Marquinhos,4-3-1-2,Clément Turpin,Match Report,,23,8,16.4,1,0,0,2023,Paris Saint Germain
16,10/21/2022,21:00,Ligue 1,Matchweek 12,Fri,Away,W,3,0,Ajaccio,2.5,0.3,65,10000,Marquinhos,4-3-1-2,Johan Hamel,Match Report,,11,6,13.6,1,0,0,2023,Paris Saint Germain
18,10/29/2022,17:00,Ligue 1,Matchweek 13,Sat,Home,W,4,3,Troyes,2.9,2,67,47000,Presnel Kimpembe,3/3/2004,Eric Wattellier,Match Report,,18,10,19.8,1,1,1,2023,Paris Saint Germain
20,11/6/2022,13:00,Ligue 1,Matchweek 14,Sun,Away,W,2,1,Lorient,1.6,0.8,59,16778,Marquinhos,3-4-1-2,Benoît Bastien,Match Report,,15,7,13.6,0,0,0,2023,Paris Saint Germain
21,11/13/2022,13:00,Ligue 1,Matchweek 15,Sun,Home,W,5,0,Auxerre,2,0.7,59,45000,Marco Verratti,4-3-1-2,Thomas Léonard,Match Report,,9,6,13.5,0,0,0,2023,Paris Saint Germain
22,12/28/2022,21:00,Ligue 1,Matchweek 16,Wed,Home,W,2,1,Strasbourg,2.1,1.3,71,47000,Marquinhos,4-3-1-2,Clément Turpin,Match Report,,9,5,17.6,0,1,1,2023,Paris Saint Germain
23,1/1/2023,20:45,Ligue 1,Matchweek 17,Sun,Away,L,1,3,Lens,1.6,1.8,59,38047,Marquinhos,4-3-1-2,Jérôme Brisard,Match Report,,16,6,15.5,0,0,0,2023,Paris Saint Germain
25,1/11/2023,21:00,Ligue 1,Matchweek 18,Wed,Home,W,2,0,Angers,1.3,0.5,66,47000,Marquinhos,4/3/2003,Eric Wattellier,Match Report,,9,6,14.7,2,0,0,2023,Paris Saint Germain
26,1/15/2023,20:45,Ligue 1,Matchweek 19,Sun,Away,L,0,1,Rennes,1,0.8,65,27566,Marquinhos,4/3/2003,Benoît Bastien,Match Report,,8,1,19.6,0,0,0,2023,Paris Saint Germain
28,1/29/2023,20:45,Ligue 1,Matchweek 20,Sun,Home,D,1,1,Reims,1.6,2.5,59,46000,Marquinhos,4-2-3-1,Ruddy Buquet,Match Report,,12,4,13.9,0,0,0,2023,Paris Saint Germain
29,2/1/2023,21:00,Ligue 1,Matchweek 21,Wed,Away,W,3,1,Montpellier,4.4,0.5,66,17454,Marquinhos,4-1-3-2,Jérémie Pignard,Match Report,,18,7,14.7,1,0,1,2023,Paris Saint Germain
30,2/4/2023,17:00,Ligue 1,Matchweek 22,Sat,Home,W,2,1,Toulouse,1.9,0.8,61,45000,Marquinhos,4-1-2-1-2◆,Bastien Dechepy,Match Report,,22,5,17,1,0,0,2023,Paris Saint Germain
32,2/11/2023,17:00,Ligue 1,Matchweek 23,Sat,Away,L,1,3,Monaco,0.8,2.9,58,16500,Marquinhos,5/2/2003,Clément Turpin,Match Report,,7,2,18.5,0,0,0,2023,Paris Saint Germain
34,2/19/2023,13:00,Ligue 1,Matchweek 24,Sun,Home,W,4,3,Lille,2,2.4,46,46000,Presnel Kimpembe,4-3-1-2,Willy Delajod,Match Report,,12,10,13.7,1,0,0,2023,Paris Saint Germain
35,2/26/2023,20:45,Ligue 1,Matchweek 25,Sun,Away,W,3,0,Marseille,2,1.6,46,65894,Marquinhos,5/2/2003,Clément Turpin,Match Report,,12,7,13.1,0,0,0,2023,Paris Saint Germain
36,3/4/2023,21:00,Ligue 1,Matchweek 26,Sat,Home,W,4,2,Nantes,1.4,0.4,67,47926,Marquinhos,5/2/2003,Jeremy Stinat,Match Report,,17,11,17.9,2,0,0,2023,Paris Saint Germain
38,3/11/2023,21:00,Ligue 1,Matchweek 27,Sat,Away,W,2,1,Brest,2.6,0.6,61,14935,Kylian Mbappé,4-2-2-2,Marc Bollengier,Match Report,,17,8,16.1,1,0,0,2023,Paris Saint Germain
39,3/19/2023,17:05,Ligue 1,Matchweek 28,Sun,Home,L,0,2,Rennes,1.7,1.5,60,47000,Kylian Mbappé,5/2/2003,Willy Delajod,Match Report,,17,8,16.2,0,0,0,2023,Paris Saint Germain
40,4/2/2023,20:45,Ligue 1,Matchweek 29,Sun,Home,L,0,1,Lyon,1.1,1.6,62,47000,Marquinhos,5/2/2003,François Letexier,Match Report,,16,5,19.8,0,0,0,2023,Paris Saint Germain
41,4/8/2023,21:00,Ligue 1,Matchweek 30,Sat,Away,W,2,0,Nice,1.2,1.5,55,34456,Marquinhos,5/2/2003,Jérémie Pignard,Match Report,,13,4,18.7,0,0,0,2023,Paris Saint Germain
42,4/15/2023,21:00,Ligue 1,Matchweek 31,Sat,Home,W,3,1,Lens,1.2,1.8,62,47120,Marquinhos,5/2/2003,Willy Delajod,Match Report,,15,7,19.5,0,0,0,2023,Paris Saint Germain
43,4/21/2023,21:00,Ligue 1,Matchweek 32,Fri,Away,W,2,1,Angers,1.6,1.8,65,16914,Marquinhos,5/2/2003,Eric Wattellier,Match Report,,10,4,15.7,0,0,0,2023,Paris Saint Germain
44,4/30/2023,17:05,Ligue 1,Matchweek 33,Sun,Home,L,1,3,Lorient,1.8,2.9,54,41454,Marquinhos,4/2/2004,Jérôme Brisard,Match Report,,13,4,21.3,1,0,0,2023,Paris Saint Germain
45,5/7/2023,20:45,Ligue 1,Matchweek 34,Sun,Away,W,3,1,Troyes,4.1,0.7,60,18890,Marquinhos,5/2/2003,Ruddy Buquet,Match Report,,31,12,16.5,0,0,0,2023,Paris Saint Germain
46,5/13/2023,21:00,Ligue 1,Matchweek 35,Sat,Home,W,5,0,Ajaccio,2.3,0.4,73,47926,Marquinhos,4/3/2003,Pierre Gaillouste,Match Report,,16,9,15.4,1,0,0,2023,Paris Saint Germain
47,5/21/2023,20:45,Ligue 1,Matchweek 36,Sun,Away,W,2,1,Auxerre,2.1,0.9,63,16682,Marquinhos,4/3/2003,Benoît Bastien,Match Report,,15,4,15.7,0,0,0,2023,Paris Saint Germain
48,5/27/2023,21:00,Ligue 1,Matchweek 37,Sat,Away,D,1,1,Strasbourg,1,1.2,66,25828,Kylian Mbappé,5/2/2003,Jérôme Brisard,Match Report,,7,2,14.2,1,0,0,2023,Paris Saint Germain
49,6/3/2023,21:00,Ligue 1,Matchweek 38,Sat,Home,L,2,3,Clermont Foot,2.2,3.1,54,47926,Kylian Mbappé,3-4-1-2,Thomas Léonard,Match Report,,15,5,17.5,2,1,1,2023,Paris Saint Germain
0,8/7/2022,15:00,Ligue 1,Matchweek 1,Sun,Home,W,3,2,Brest,2.5,1.2,61,37015,Seko Fofana,4/3/2003,Thomas Léonard,Match Report,,15,6,13,0,0,1,2023,Lens
1,8/14/2022,15:00,Ligue 1,Matchweek 2,Sun,Away,D,0,0,Ajaccio,1.4,0.5,64,9070,Seko Fofana,3-4-1-2,Stéphanie Frappart,Match Report,,12,3,17.9,2,0,0,2023,Lens
2,8/20/2022,17:00,Ligue 1,Matchweek 3,Sat,Away,W,4,1,Monaco,2.5,1.6,54,8700,Seko Fofana,4/3/2003,Willy Delajod,Match Report,,13,5,15.8,0,1,1,2023,Lens
3,8/27/2022,21:00,Ligue 1,Matchweek 4,Sat,Home,W,2,1,Rennes,1.3,1,51,37848,Seko Fofana,4/3/2003,Jérôme Brisard,Match Report,,17,4,19.9,0,0,0,2023,Lens
4,8/31/2022,21:00,Ligue 1,Matchweek 5,Wed,Home,W,5,2,Lorient,3,1.1,58,37161,Florian Sotoca,4/3/2003,Benoît Bastien,Match Report,,15,8,13.2,0,0,0,2023,Lens
5,9/4/2022,15:00,Ligue 1,Matchweek 6,Sun,Away,D,1,1,Reims,1.9,2.1,63,15761,Florian Sotoca,4/3/2003,Eric Wattellier,Match Report,,20,4,16.1,0,0,0,2023,Lens
6,9/9/2022,21:00,Ligue 1,Matchweek 7,Fri,Home,W,1,0,Troyes,1.4,0.7,63,37344,Florian Sotoca,4/3/2003,Hakim Ben El Hadj Salem,Match Report,,12,3,16.1,0,0,0,2023,Lens
7,9/18/2022,17:05,Ligue 1,Matchweek 8,Sun,Away,D,0,0,Nantes,0.9,0.9,58,28854,Seko Fofana,4/3/2003,Willy Delajod,Match Report,,8,2,17.3,0,0,0,2023,Lens
8,10/2/2022,20:45,Ligue 1,Matchweek 9,Sun,Home,W,1,0,Lyon,2.9,0.1,52,36674,Seko Fofana,4/3/2003,Benoît Bastien,Match Report,,20,5,15.6,0,1,1,2023,Lens
9,10/9/2022,20:45,Ligue 1,Matchweek 10,Sun,Away,L,0,1,Lille,1.2,2.6,55,48527,Seko Fofana,4/3/2003,François Letexier,Match Report,,9,2,22.8,0,0,1,2023,Lens
10,10/15/2022,21:00,Ligue 1,Matchweek 11,Sat,Home,W,1,0,Montpellier,1.8,0.7,65,37320,Seko Fofana,4/3/2003,Hakim Ben El Hadj Salem,Match Report,,17,5,19.4,0,0,0,2023,Lens
11,10/22/2022,21:00,Ligue 1,Matchweek 12,Sat,Away,W,1,0,Marseille,0.9,1.8,44,56414,Seko Fofana,5/2/2003,Benoît Millot,Match Report,,12,4,19.2,1,0,0,2023,Lens
12,10/28/2022,21:00,Ligue 1,Matchweek 13,Fri,Home,W,3,0,Toulouse,2.4,0.7,52,37488,Seko Fofana,4/3/2003,Florent Batta,Match Report,,12,7,16.6,0,0,1,2023,Lens
13,11/5/2022,21:00,Ligue 1,Matchweek 14,Sat,Away,W,2,1,Angers,1.8,0.5,56,11585,Seko Fofana,4/3/2003,Thomas Léonard,Match Report,,12,4,14.9,0,0,0,2023,Lens
14,11/12/2022,17:00,Ligue 1,Matchweek 15,Sat,Home,W,2,1,Clermont Foot,1.5,0.2,61,37519,Seko Fofana,4/3/2003,Hakim Ben El Hadj Salem,Match Report,,16,3,16.3,0,0,0,2023,Lens
15,12/29/2022,21:00,Ligue 1,Matchweek 16,Thu,Away,D,0,0,Nice,1,1,59,24672,Seko Fofana,4/3/2003,Benoît Millot,Match Report,,10,2,17,0,0,0,2023,Lens
16,1/1/2023,20:45,Ligue 1,Matchweek 17,Sun,Home,W,3,1,Paris S-G,1.8,1.6,41,38047,Seko Fofana,4/3/2003,Jérôme Brisard,Match Report,,10,4,16.7,0,0,0,2023,Lens
18,1/11/2023,21:00,Ligue 1,Matchweek 18,Wed,Away,D,2,2,Strasbourg,1.9,0.8,65,25624,Seko Fofana,4/3/2003,François Letexier,Match Report,,15,8,14.3,0,0,0,2023,Lens
19,1/14/2023,17:00,Ligue 1,Matchweek 19,Sat,Home,W,1,0,Auxerre,2,0.3,67,38208,Seko Fofana,4/3/2003,Willy Delajod,Match Report,,9,1,18.1,0,1,1,2023,Lens
21,1/28/2023,17:00,Ligue 1,Matchweek 20,Sat,Away,D,1,1,Troyes,2.9,1.2,73,13500,Seko Fofana,4/3/2003,Clément Turpin,Match Report,,21,4,12.9,0,0,0,2023,Lens
22,2/1/2023,21:00,Ligue 1,Matchweek 21,Wed,Home,L,0,1,Nice,0.6,2.1,55,37437,Seko Fofana,4/3/2003,Thomas Léonard,Match Report,,9,4,20.2,1,0,0,2023,Lens
23,2/5/2023,17:05,Ligue 1,Matchweek 22,Sun,Away,D,1,1,Brest,2.5,2,66,11639,Seko Fofana,4/1/2005,Benoît Bastien,Match Report,,20,7,14.9,0,0,0,2023,Lens
25,2/12/2023,20:45,Ligue 1,Matchweek 23,Sun,Away,L,1,2,Lyon,1.1,1.4,59,53426,Seko Fofana,4/3/2003,Eric Wattellier,Match Report,,14,4,19.4,0,0,0,2023,Lens
26,2/19/2023,17:05,Ligue 1,Matchweek 24,Sun,Home,W,3,1,Nantes,2.4,0.3,57,37984,Seko Fofana,4/3/2003,Pierre Gaillouste,Match Report,,19,6,16.2,0,0,0,2023,Lens
27,2/25/2023,21:00,Ligue 1,Matchweek 25,Sat,Away,D,1,1,Montpellier,1.9,0.6,61,17074,Seko Fofana,4/3/2003,Jérôme Brisard,Match Report,,19,6,14.1,0,0,0,2023,Lens
29,3/4/2023,17:00,Ligue 1,Matchweek 26,Sat,Home,D,1,1,Lille,0.9,1.6,38,37974,Seko Fofana,4-2-3-1,François Letexier,Match Report,,10,1,15,0,0,0,2023,Lens
30,3/12/2023,13:00,Ligue 1,Matchweek 27,Sun,Away,W,4,0,Clermont Foot,2,1.2,53,12311,Seko Fofana,4-2-3-1,Jeremy Stinat,Match Report,,13,6,13.3,0,0,0,2023,Lens
31,3/18/2023,21:00,Ligue 1,Matchweek 28,Sat,Home,W,3,0,Angers,1.6,0.5,46,37410,Seko Fofana,4-1-4-1,Bastien Dechepy,Match Report,,12,6,14.7,0,0,0,2023,Lens
32,4/1/2023,21:00,Ligue 1,Matchweek 29,Sat,Away,W,1,0,Rennes,1.5,1,44,28556,Seko Fofana,4/3/2003,Clément Turpin,Match Report,,12,4,14,0,0,0,2023,Lens
33,4/7/2023,21:00,Ligue 1,Matchweek 30,Fri,Home,W,2,1,Strasbourg,1,0.8,54,38223,Seko Fofana,4/3/2003,Pierre Gaillouste,Match Report,,13,9,16.3,0,0,0,2023,Lens
34,4/15/2023,21:00,Ligue 1,Matchweek 31,Sat,Away,L,1,3,Paris S-G,1.8,1.2,38,47120,Seko Fofana,4/3/2003,Willy Delajod,Match Report,,13,6,16.5,0,1,1,2023,Lens
35,4/22/2023,21:00,Ligue 1,Matchweek 32,Sat,Home,W,3,0,Monaco,2.3,1.6,62,38223,Seko Fofana,4/3/2003,François Letexier,Match Report,,21,7,19.3,0,0,0,2023,Lens
36,5/2/2023,21:00,Ligue 1,Matchweek 33,Tue,Away,W,1,0,Toulouse,1.2,0.6,53,30866,Seko Fofana,4/3/2003,Bastien Dechepy,Match Report,,11,3,17.4,0,0,0,2023,Lens
37,5/6/2023,21:00,Ligue 1,Matchweek 34,Sat,Home,W,2,1,Marseille,0.7,1.3,43,38220,Seko Fofana,4/3/2003,Clément Turpin,Match Report,,9,3,18.3,0,0,0,2023,Lens
38,5/12/2023,21:00,Ligue 1,Matchweek 35,Fri,Home,W,2,1,Reims,1.5,1.7,40,37701,Seko Fofana,4/3/2003,Jérémie Pignard,Match Report,,7,5,21.2,1,1,1,2023,Lens
39,5/21/2023,17:05,Ligue 1,Matchweek 36,Sun,Away,W,3,1,Lorient,1.9,1.3,53,16724,Seko Fofana,4/3/2003,Stéphanie Frappart,Match Report,,15,7,16,1,0,0,2023,Lens
40,5/27/2023,21:00,Ligue 1,Matchweek 37,Sat,Home,W,3,0,Ajaccio,2.3,0.2,79,37601,Seko Fofana,4/3/2003,Thomas Léonard,Match Report,,11,2,16.7,0,1,1,2023,Lens
41,6/3/2023,21:00,Ligue 1,Matchweek 38,Sat,Away,W,3,1,Auxerre,2.8,3.3,49,17246,Jonathan Gradit,4/3/2003,Benoît Millot,Match Report,,15,7,14.3,0,0,0,2023,Lens
0,8/7/2022,20:45,Ligue 1,Matchweek 1,Sun,Home,W,4,1,Reims,2.1,0.9,56,62738,Valentin Rongier,4/3/2003,Jérôme Brisard,Match Report,,16,6,13.8,0,0,0,2023,Marseille
1,8/14/2022,20:45,Ligue 1,Matchweek 2,Sun,Away,D,1,1,Brest,0.7,2,53,13709,Valentin Rongier,4/3/2003,Jeremy Stinat,Match Report,,5,2,13,0,0,0,2023,Marseille
2,8/20/2022,21:00,Ligue 1,Matchweek 3,Sat,Home,W,2,1,Nantes,1.1,2.2,56,63147,Valentin Rongier,4/3/2003,Jérémie Pignard,Match Report,,16,5,16.9,0,0,0,2023,Marseille
3,8/28/2022,15:00,Ligue 1,Matchweek 4,Sun,Away,W,3,0,Nice,1.4,1,51,31418,Dimitri Payet,4/3/2003,François Letexier,Match Report,,13,4,18,0,0,0,2023,Marseille
4,8/31/2022,21:00,Ligue 1,Matchweek 5,Wed,Home,W,1,0,Clermont Foot,2.5,0.1,60,62763,Dimitri Payet,4/3/2003,Eric Wattellier,Match Report,,20,6,17.1,1,0,1,2023,Marseille
5,9/3/2022,17:00,Ligue 1,Matchweek 6,Sat,Away,W,2,0,Auxerre,1.6,0.6,52,17025,Valentin Rongier,4/3/2003,Willy Delajod,Match Report,,15,7,16,0,0,0,2023,Marseille
7,9/10/2022,21:00,Ligue 1,Matchweek 7,Sat,Home,W,2,1,Lille,2.2,1,53,62985,Mattéo Guendouzi,4/3/2003,Benoît Millot,Match Report,,14,6,18,0,0,0,2023,Marseille
9,9/18/2022,15:00,Ligue 1,Matchweek 8,Sun,Home,D,1,1,Rennes,1.6,1.2,59,62753,Valentin Rongier,4/3/2003,Benoît Bastien,Match Report,,15,4,16.4,0,0,0,2023,Marseille
10,9/30/2022,21:00,Ligue 1,Matchweek 9,Fri,Away,W,3,0,Angers,1.6,1.2,57,19000,Dimitri Payet,4/3/2003,Johan Hamel,Match Report,,15,7,16.4,0,0,0,2023,Marseille
12,10/8/2022,17:00,Ligue 1,Matchweek 10,Sat,Home,L,1,2,Ajaccio,1.7,0.2,64,63312,Dimitri Payet,4/3/2003,Willy Delajod,Match Report,,9,1,17.6,1,1,1,2023,Marseille
14,10/16/2022,20:45,Ligue 1,Matchweek 11,Sun,Away,L,0,1,Paris S-G,1.2,2.5,50,47000,Valentin Rongier,4/3/2003,Clément Turpin,Match Report,,18,7,19.9,0,0,0,2023,Marseille
15,10/22/2022,21:00,Ligue 1,Matchweek 12,Sat,Home,L,0,1,Lens,1.8,0.9,56,56414,Valentin Rongier,4/3/2003,Benoît Millot,Match Report,,13,3,14,0,0,0,2023,Marseille
17,10/29/2022,21:00,Ligue 1,Matchweek 13,Sat,Away,D,2,2,Strasbourg,2,1.1,49,25687,Dimitri Payet,4/3/2003,Ruddy Buquet,Match Report,,13,4,16.6,0,0,0,2023,Marseille
19,11/6/2022,20:45,Ligue 1,Matchweek 14,Sun,Home,W,1,0,Lyon,0.8,0.9,47,62975,Valentin Rongier,4/3/2003,François Letexier,Match Report,,6,2,13.9,0,0,0,2023,Marseille
20,11/13/2022,20:45,Ligue 1,Matchweek 15,Sun,Away,W,3,2,Monaco,1.9,2,58,10631,Valentin Rongier,4/3/2003,Benoît Bastien,Match Report,,11,3,14.3,1,0,0,2023,Marseille
21,12/29/2022,21:00,Ligue 1,Matchweek 16,Thu,Home,W,6,1,Toulouse,2.6,1.8,51,61371,Dimitri Payet,4/3/2003,Jérémie Pignard,Match Report,,12,6,16.5,0,1,1,2023,Marseille
22,1/2/2023,19:00,Ligue 1,Matchweek 17,Mon,Away,W,2,1,Montpellier,1.4,1.4,59,18971,Dimitri Payet,4/3/2003,Ruddy Buquet,Match Report,,17,7,16.1,1,0,0,2023,Marseille
24,1/11/2023,21:00,Ligue 1,Matchweek 18,Wed,Away,W,2,0,Troyes,1.9,0.2,68,14222,Valentin Rongier,4/3/2003,Hakim Ben El Hadj Salem,Match Report,,13,4,13.5,1,0,0,2023,Marseille
25,1/14/2023,19:00,Ligue 1,Matchweek 19,Sat,Home,W,3,1,Lorient,2.2,0.5,68,62276,Valentin Rongier,4/3/2003,Bastien Dechepy,Match Report,,15,7,13.7,0,0,0,2023,Marseille
27,1/28/2023,21:00,Ligue 1,Matchweek 20,Sat,Home,D,1,1,Monaco,1.6,1.5,61,64502,Valentin Rongier,4/3/2003,Jérémie Pignard,Match Report,,22,6,17.7,0,0,0,2023,Marseille
28,2/1/2023,19:00,Ligue 1,Matchweek 21,Wed,Away,W,2,0,Nantes,1.7,1.2,59,34125,Valentin Rongier,4/3/2003,Willy Delajod,Match Report,,13,4,21.4,2,0,0,2023,Marseille
29,2/5/2023,20:45,Ligue 1,Matchweek 22,Sun,Home,L,1,3,Nice,2.3,1.4,57,65234,Dimitri Payet,4/3/2003,Clément Turpin,Match Report,,22,5,15.7,0,0,0,2023,Marseille
31,2/11/2023,21:00,Ligue 1,Matchweek 23,Sat,Away,W,2,0,Clermont Foot,2.6,0.8,62,13576,Valentin Rongier,4/3/2003,Ruddy Buquet,Match Report,,16,4,22.9,2,1,1,2023,Marseille
32,2/19/2023,20:45,Ligue 1,Matchweek 24,Sun,Away,W,3,2,Toulouse,1,2,48,29218,Valentin Rongier,4/3/2003,Stéphanie Frappart,Match Report,,15,7,14.6,0,0,0,2023,Marseille
33,2/26/2023,20:45,Ligue 1,Matchweek 25,Sun,Home,L,0,3,Paris S-G,1.6,2,54,65894,Valentin Rongier,4/3/2003,Clément Turpin,Match Report,,19,6,17.6,1,0,0,2023,Marseille
35,3/5/2023,20:45,Ligue 1,Matchweek 26,Sun,Away,W,1,0,Rennes,1.6,1,45,28515,Valentin Rongier,4/3/2003,Eric Wattellier,Match Report,,11,4,17.6,0,0,0,2023,Marseille
36,3/12/2023,20:45,Ligue 1,Matchweek 27,Sun,Home,D,2,2,Strasbourg,1.6,2.1,41,63380,Valentin Rongier,4/3/2003,Jérémie Pignard,Match Report,,6,3,22.7,2,1,1,2023,Marseille
37,3/19/2023,20:45,Ligue 1,Matchweek 28,Sun,Away,W,2,1,Reims,1.2,1.6,45,20479,Valentin Rongier,4/3/2003,François Letexier,Match Report,,12,5,19.6,2,0,0,2023,Marseille
38,3/31/2023,21:00,Ligue 1,Matchweek 29,Fri,Home,D,1,1,Montpellier,1.3,0.9,68,58231,Valentin Rongier,4/3/2003,Thomas Léonard,Match Report,,12,1,20.9,0,1,1,2023,Marseille
39,4/9/2023,20:45,Ligue 1,Matchweek 30,Sun,Away,D,0,0,Lorient,0.9,0.4,60,16767,Valentin Rongier,4/3/2003,Willy Delajod,Match Report,,13,2,15.9,0,0,0,2023,Marseille
40,4/16/2023,20:45,Ligue 1,Matchweek 31,Sun,Home,W,3,1,Troyes,3.7,0.4,71,63486,Valentin Rongier,4/3/2003,Benoît Millot,Match Report,,28,6,15.4,0,0,0,2023,Marseille
41,4/23/2023,20:45,Ligue 1,Matchweek 32,Sun,Away,W,2,1,Lyon,2,1,41,57509,Valentin Rongier,4/3/2003,Jérôme Brisard,Match Report,,14,7,19.5,1,0,0,2023,Marseille
42,4/30/2023,20:45,Ligue 1,Matchweek 33,Sun,Home,W,2,1,Auxerre,2.6,0.5,69,64532,Valentin Rongier,4/3/2003,Jérémie Pignard,Match Report,,25,4,13.2,0,0,0,2023,Marseille
43,5/6/2023,21:00,Ligue 1,Matchweek 34,Sat,Away,L,1,2,Lens,1.3,0.7,57,38220,Valentin Rongier,4/3/2003,Clément Turpin,Match Report,,14,3,16.5,0,0,0,2023,Marseille
44,5/14/2023,20:45,Ligue 1,Matchweek 35,Sun,Home,W,3,1,Angers,2.7,0.3,62,63329,Dimitri Payet,4/3/2003,Benoît Millot,Match Report,,13,5,14.7,0,1,1,2023,Marseille
45,5/20/2023,21:00,Ligue 1,Matchweek 36,Sat,Away,L,1,2,Lille,0.7,1.7,53,47399,Valentin Rongier,4/3/2003,Jérôme Brisard,Match Report,,8,3,16.3,0,0,0,2023,Marseille
46,5/27/2023,21:00,Ligue 1,Matchweek 37,Sat,Home,L,1,2,Brest,1.1,1,62,61732,Valentin Rongier,4/3/2003,Stéphanie Frappart,Match Report,,10,4,13.4,0,0,0,2023,Marseille
47,6/3/2023,21:00,Ligue 1,Matchweek 38,Sat,Away,L,0,1,Ajaccio,1.4,0.1,71,9500,Mattéo Guendouzi,4/3/2003,Benoît Bastien,Match Report,,17,3,18.5,1,0,0,2023,Marseille
0,8/7/2022,17:05,Ligue 1,Matchweek 1,Sun,Home,L,0,1,Lorient,1.8,1.1,63,28177,Hamari Traoré,3/3/2004,Bastien Dechepy,Match Report,,21,6,16.6,0,0,0,2023,Rennes
1,8/13/2022,17:00,Ligue 1,Matchweek 2,Sat,Away,D,1,1,Monaco,2.1,1.8,65,8000,Hamari Traoré,3/3/2004,Jérémie Pignard,Match Report,,24,8,17.8,0,0,0,2023,Rennes
2,8/21/2022,17:05,Ligue 1,Matchweek 3,Sun,Home,W,2,1,Ajaccio,1.2,1.4,55,27592,Hamari Traoré,4/2/2004,Hakim Ben El Hadj Salem,Match Report,,16,7,17.8,1,0,0,2023,Rennes
3,8/27/2022,21:00,Ligue 1,Matchweek 4,Sat,Away,L,1,2,Lens,1,1.3,49,37848,Hamari Traoré,3/3/2004,Jérôme Brisard,Match Report,,12,6,16.1,0,0,0,2023,Rennes
4,8/31/2022,21:00,Ligue 1,Matchweek 5,Wed,Home,W,3,1,Brest,1.5,0.5,64,27392,Benjamin Bourigeaud,3/3/2004,Benoît Millot,Match Report,,16,9,16.3,0,0,0,2023,Rennes
5,9/4/2022,17:05,Ligue 1,Matchweek 6,Sun,Away,D,1,1,Troyes,2.4,0.9,71,8000,Hamari Traoré,3/3/2004,Mathieu Vernice,Match Report,,19,6,14.5,1,0,0,2023,Rennes
7,9/11/2022,17:05,Ligue 1,Matchweek 7,Sun,Home,W,5,0,Auxerre,1.6,0.7,48,27837,Hamari Traoré,4/2/2004,Thomas Léonard,Match Report,,12,8,12.8,1,0,0,2023,Rennes
